Companies,Categories,City,Country,Customer Name,Market,Customer ID,Order Date,Year (OrderDate),Order ID,Order Priority,Product ID,Region,Segment,State,Discount,Profit,Sales,Shipping Cost,Target Sales
Plan B skateboard,Electric Skateboard,San Francisco,United States,Nora Preis,USCA,NP-187004,15/08/2015,2015,CA-2014-169264,High,OFF-AR-10000246,West,Consumer,California,0,4.3368,16.7,2.26,12.3432
Santa cruz skateboard,The Carve Skateboard,San Francisco,United States,Nora Preis,USCA,NP-187004,15/08/2015,2015,CA-2014-169264,High,OFF-LA-10001613,West,Consumer,California,0,2.8224,5.8,0.83,8.5824
Chocolate skateboard,Classic Longboard Skateboard,San Francisco,United States,Cassandra Brandow,USCA,CB-120254,12/09/2015,2015,CA-2014-144484,High,OFF-AP-10004487,West,Consumer,California,0,113.848,406.6,106.72,520.448
Chocolate skateboard,Downhill Longboard Skateboard,San Francisco,United States,Neil Knudson,USCA,NK-184904,25/09/2015,2015,CA-2014-130148,Medium,OFF-PA-10000551,West,Home Office,California,0,15.2292,31.1,3.36,15.8508
Baker Skateboard,Electric Skateboard,San Francisco,United States,Neil Knudson,USCA,NK-184904,25/09/2015,2015,CA-2014-130148,Medium,OFF-SU-10001574,West,Home Office,California,0,2.19,7.3,0.55,9.49
Girl skateboard,The Carve Skateboard,San Francisco,United States,Ruben Ausman,USCA,RA-198854,27/09/2015,2015,US-2014-106145,Medium,OFF-EN-10001028,West,Corporate,California,0,33.0648,71.9,6.98,104.9448
Element Skateboard,The Carve Skateboard,San Francisco,United States,Ruben Ausman,USCA,RA-198854,27/09/2015,2015,US-2014-106145,Medium,OFF-PA-10002245,West,Corporate,California,0,16.146,35.9,0.35,19.734
zero skateboard,The Carve Skateboard,San Francisco,United States,Frank Gastineau,USCA,FG-142604,16/10/2015,2015,CA-2014-106033,High,OFF-AR-10002818,West,Home Office,California,0,26.376,87.9,5.47,114.296
real skateboard,Classic Longboard Skateboard,San Francisco,United States,Hilary Holden,USCA,HH-150104,20/10/2015,2015,CA-2014-131492,Medium,OFF-EN-10002973,West,Corporate,California,0,4.3008,9,0.62,13.2608
Plan B skateboard,Downhill Longboard Skateboard,San Francisco,United States,Hilary Holden,USCA,HH-150104,20/10/2015,2015,CA-2014-131492,Medium,OFF-LA-10001641,West,Corporate,California,0,15.12,31.5,2.24,16.38
Santa cruz skateboard,Electric Skateboard,San Francisco,United States,Frank Merwin,USCA,FM-142904,07/11/2015,2015,US-2014-153948,Critical,OFF-LA-10000414,West,Home Office,California,0,19.872,41.4,10.06,61.272
Chocolate skateboard,The Carve Skateboard,San Francisco,United States,Frank Merwin,USCA,FM-142904,07/11/2015,2015,US-2014-153948,Critical,OFF-PA-10000143,West,Home Office,California,0,12.672,26.4,7.15,13.728
Toy machine skateboard,Classic Longboard Skateboard,San Francisco,United States,Frank Merwin,USCA,FM-142904,07/11/2015,2015,US-2014-153948,Critical,OFF-PA-10002764,West,Home Office,California,0,22.2264,45.4,9.4,67.5864
Alien workshop,Downhill Longboard Skateboard,San Francisco,United States,Frank Merwin,USCA,FM-142904,07/11/2015,2015,US-2014-153948,Critical,OFF-PA-10000157,West,Home Office,California,0,28.1718,59.9,16,31.7682
Baker Skateboard,Electric Skateboard,San Francisco,United States,Patrick Gardner,USCA,PG-188204,25/11/2015,2015,CA-2014-123701,Medium,OFF-AR-10001860,West,Consumer,California,0,9.9936,27.8,7.03,17.7664
Girl skateboard,The Carve Skateboard,San Francisco,United States,Patrick Ryan,USCA,PR-188804,25/11/2015,2015,CA-2014-162250,Medium,OFF-PA-10002137,West,Consumer,California,0,3.501,7.8,0.35,11.281
Element Skateboard,The Carve Skateboard,San Francisco,United States,Victoria Wilson,USCA,VW-217754,03/12/2015,2015,CA-2014-116715,High,OFF-PA-10004475,West,Corporate,California,0,53.8608,109.9,26.87,163.7808
zero skateboard,The Carve Skateboard,San Francisco,United States,Victoria Wilson,USCA,VW-217754,03/12/2015,2015,CA-2014-116715,High,OFF-PA-10003893,West,Corporate,California,0,3.852,8.6,1.46,4.708
real skateboard,Classic Longboard Skateboard,San Francisco,United States,Victoria Wilson,USCA,VW-217754,03/12/2015,2015,CA-2014-116715,High,OFF-ST-10004340,West,Corporate,California,0,151.0974,559.6,185.31,710.7174
Plan B skateboard,Downhill Longboard Skateboard,San Francisco,United States,Alan Schoenberger,USCA,AS-102254,09/12/2015,2015,CA-2014-117926,High,OFF-AP-10002670,West,Corporate,California,0,20.844,69.5,12.04,90.324
Santa cruz skateboard,Electric Skateboard,San Francisco,United States,Gary Zandusky,USCA,GZ-144704,24/12/2015,2015,US-2014-123463,Critical,OFF-AR-10001118,West,Consumer,California,0,5.9312,13.5,2.1,19.4112
Chocolate skateboard,Electric Skateboard,San Francisco,United States,Kristen Hastings,USCA,KH-166904,29/12/2015,2015,CA-2014-163979,High,OFF-ST-10003208,West,Corporate,California,0,210.4936,725.8,156.45,936.3336
Toy machine skateboard,The Carve Skateboard,San Francisco,United States,Brian Dahlen,USCA,BD-116054,14/01/2012,2012,CA-2011-157147,High,OFF-AR-10003514,West,Consumer,California,0,6.567,19.9,3.03,26.467
Alien workshop,Classic Longboard Skateboard,San Francisco,United States,Brian Dahlen,USCA,BD-116054,14/01/2012,2012,CA-2011-157147,High,OFF-ST-10000078,West,Consumer,California,0,238.653,1325.9,187.65,1087.197
Chocolate skateboard,Downhill Longboard Skateboard,San Francisco,United States,Paul Knutson,USCA,PK-189104,04/04/2012,2012,CA-2011-105172,High,OFF-LA-10001641,West,Home Office,California,0,9.072,18.9,2.66,9.828
Baker Skateboard,Electric Skateboard,San Francisco,United States,Chuck Magee,USCA,CM-124454,09/06/2012,2012,CA-2011-133851,Low,OFF-AR-10003752,West,Consumer,California,0,10.626,23.1,2.24,12.474
Girl skateboard,The Carve Skateboard,San Francisco,United States,Chuck Magee,USCA,CM-124454,09/06/2012,2012,CA-2011-133851,Low,OFF-SU-10001225,West,Consumer,California,0,0.1472,7.4,0.84,7.5072
Element Skateboard,The Carve Skateboard,San Francisco,United States,Nick Crebassa,USCA,NC-185354,23/07/2012,2012,CA-2011-145254,High,OFF-SU-10004664,West,Corporate,California,0,11.803,40.7,3.27,28.897
zero skateboard,The Carve Skateboard,San Francisco,United States,Brian Dahlen,USCA,BD-116054,15/08/2012,2012,US-2011-164406,High,OFF-AP-10003287,West,Consumer,California,0,42.8148,152.9,20.47,110.0952
real skateboard,Classic Longboard Skateboard,San Francisco,United States,Brian Dahlen,USCA,BD-116054,15/08/2012,2012,US-2011-164406,High,OFF-PA-10000167,West,Consumer,California,0,41.823,92.9,9.38,134.763
Plan B skateboard,Downhill Longboard Skateboard,San Francisco,United States,Herbert Flentye,USCA,HF-149954,21/09/2012,2012,CA-2011-153969,High,OFF-AR-10001615,West,Consumer,California,0,15.4752,59.5,6.51,44.0448
Santa cruz skateboard,Electric Skateboard,San Francisco,United States,Herbert Flentye,USCA,HF-149954,21/09/2012,2012,CA-2011-153969,High,OFF-EN-10004483,West,Consumer,California,0,36.8245,78.4,7.85,115.1745
Chocolate skateboard,Downhill Longboard Skateboard,San Francisco,United States,Herbert Flentye,USCA,HF-149954,21/09/2012,2012,CA-2011-153969,High,OFF-EN-10001539,West,Consumer,California,0,7.3132,15.6,2.3,8.2468
Toy machine skateboard,The Carve Skateboard,San Francisco,United States,Herbert Flentye,USCA,HF-149954,21/09/2012,2012,CA-2011-153969,High,OFF-PA-10002246,West,Consumer,California,0,9.4815,19.4,2.46,28.8315
Alien workshop,Classic Longboard Skateboard,San Francisco,United States,Herbert Flentye,USCA,HF-149954,21/09/2012,2012,CA-2011-153969,High,OFF-PA-10000327,West,Consumer,California,0,17.334,38.5,2.59,21.186
Baker Skateboard,Downhill Longboard Skateboard,San Francisco,United States,Shahid Hopkins,USCA,SH-203954,02/11/2012,2012,CA-2011-115889,High,OFF-ST-10003208,West,Consumer,California,0,105.2468,362.9,34.38,257.6732
Girl skateboard,Electric Skateboard,San Francisco,United States,Anthony Johnson,USCA,AJ-107954,29/12/2012,2012,CA-2011-110786,High,OFF-LA-10001474,West,Corporate,California,0,126.3942,274.8,0.2,401.1642
Element Skateboard,The Carve Skateboard,San Francisco,United States,Anthony Johnson,USCA,AJ-107954,29/12/2012,2012,CA-2011-110786,High,OFF-PA-10000528,West,Corporate,California,0,9.504,21.1,2.5,11.616
zero skateboard,The Carve Skateboard,San Francisco,United States,George Ashbrook,USCA,GA-145154,17/04/2013,2013,CA-2012-155306,High,OFF-AP-10002651,West,Consumer,California,0,419.8185,1447.7,114.8,1867.4685
real skateboard,The Carve Skateboard,San Francisco,United States,George Ashbrook,USCA,GA-145154,17/04/2013,2013,CA-2012-155306,High,OFF-AR-10003251,West,Consumer,California,0,2.224,5.6,0.33,3.336
Plan B skateboard,Classic Longboard Skateboard,San Francisco,United States,George Ashbrook,USCA,GA-145154,17/04/2013,2013,CA-2012-155306,High,OFF-PA-10001184,West,Consumer,California,0,5.8604,12,1.34,17.8204
Santa cruz skateboard,Downhill Longboard Skateboard,San Francisco,United States,Patrick O'Brill,USCA,PO-188504,01/05/2013,2013,CA-2012-104486,High,OFF-ST-10000876,West,Consumer,California,0,10.4496,37.3,3.61,47.7696
Chocolate skateboard,Electric Skateboard,San Francisco,United States,Patrick O'Brill,USCA,PO-188504,01/05/2013,2013,CA-2012-104486,High,OFF-SU-10002573,West,Consumer,California,0,10.518,35.1,5.55,24.542
Chocolate skateboard,Electric Skateboard,San Francisco,United States,Helen Andreada,USCA,HA-149204,26/07/2013,2013,CA-2012-136735,Low,OFF-EN-10002230,West,Consumer,California,0,78.8942,167.9,21.59,246.7542
Baker Skateboard,The Carve Skateboard,San Francisco,United States,David Bremer,USCA,DB-131204,03/09/2013,2013,CA-2012-130204,Low,OFF-ST-10001325,West,Corporate,California,0,8.4888,31.4,4.69,39.9288
Girl skateboard,Classic Longboard Skateboard,San Francisco,United States,Nona Balk,USCA,NB-186554,29/10/2013,2013,CA-2012-110289,High,OFF-EN-10001434,West,Corporate,California,0,103.3116,210.8,18.58,314.1516
Element Skateboard,Downhill Longboard Skateboard,San Francisco,United States,Nona Balk,USCA,NB-186554,29/10/2013,2013,CA-2012-110289,High,OFF-PA-10002986,West,Corporate,California,0,16.032,33.4,2.04,17.368
zero skateboard,Electric Skateboard,San Francisco,United States,Pete Kriz,USCA,PK-190754,17/08/2014,2014,CA-2013-150343,High,OFF-EN-10004030,West,Consumer,California,0,5.1042,10.9,1.57,5.7558
real skateboard,The Carve Skateboard,San Francisco,United States,Greg Maxwell,USCA,GM-146954,21/09/2014,2014,CA-2013-100244,High,OFF-AR-10000940,West,Corporate,California,0,3.1752,11.8,1.86,14.9352
Plan B skateboard,The Carve Skateboard,San Francisco,United States,Greg Maxwell,USCA,GM-146954,21/09/2014,2014,CA-2013-100244,High,OFF-PA-10001471,West,Corporate,California,0,30.2634,65.8,8.25,35.5266
Santa cruz skateboard,The Carve Skateboard,San Francisco,United States,Greg Maxwell,USCA,GM-146954,21/09/2014,2014,CA-2013-100244,High,OFF-PA-10002319,West,Corporate,California,0,37.9848,77.5,4.43,115.5048
Chocolate skateboard,Classic Longboard Skateboard,San Francisco,United States,Dorothy Wardle,USCA,DW-135854,27/09/2014,2014,CA-2013-165820,High,OFF-PA-10004735,West,Corporate,California,0,6.2208,13,1.13,19.1808
Toy machine skateboard,Downhill Longboard Skateboard,San Francisco,United States,Ralph Ritter,USCA,RR-193154,15/11/2014,2014,CA-2013-149482,High,OFF-LA-10000248,West,Consumer,California,0,3.4686,7.4,0.28,10.8486
Alien workshop,Electric Skateboard,San Francisco,United States,Vivek Gonzalez,USCA,VG-217904,30/01/2015,2015,CA-2014-139304,High,OFF-AR-10001216,West,Consumer,California,0,2.1684,8.3,1.08,10.5084
Baker Skateboard,The Carve Skateboard,San Francisco,United States,Vivek Gonzalez,USCA,VG-217904,30/01/2015,2015,CA-2014-139304,High,OFF-SU-10001664,West,Consumer,California,0,2.2282,8.6,0.19,10.7982
Girl skateboard,Classic Longboard Skateboard,San Francisco,United States,Eugene Hildebrand,USCA,EH-141254,31/01/2015,2015,CA-2014-112725,Low,OFF-AR-10003759,West,Home Office,California,0,5.733,12.7,1.36,18.473
Element Skateboard,Downhill Longboard Skateboard,San Francisco,United States,Eugene Hildebrand,USCA,EH-141254,31/01/2015,2015,CA-2014-112725,Low,OFF-AR-10001227,West,Home Office,California,0,2.3814,8.8,1.69,6.4386
zero skateboard,Electric Skateboard,San Francisco,United States,Bill Stewart,USCA,BS-113804,13/03/2015,2015,CA-2014-116288,High,OFF-ST-10000736,West,Corporate,California,0,9.7176,242.9,39.81,252.6576
real skateboard,The Carve Skateboard,San Francisco,United States,Maribeth Schnelling,USCA,MS-173654,02/04/2015,2015,CA-2014-147942,High,OFF-LA-10003663,West,Consumer,California,0,2.7166,5.8,0.39,8.4966
Plan B skateboard,The Carve Skateboard,San Francisco,United States,Adrian Hane,USCA,AH-101204,09/04/2015,2015,CA-2014-150987,High,OFF-PA-10001878,West,Home Office,California,0,114.9385,244.6,25.05,359.4885
Santa cruz skateboard,The Carve Skateboard,San Francisco,United States,Adrian Hane,USCA,AH-101204,09/04/2015,2015,CA-2014-150987,High,OFF-PA-10002923,West,Home Office,California,0,97.88,195.8,34.03,97.88
Chocolate skateboard,Classic Longboard Skateboard,San Francisco,United States,Jesus Ocampo,USCA,JO-155504,17/04/2015,2015,US-2014-138086,High,OFF-AP-10000027,West,Home Office,California,0,12.222,40.7,1.74,28.518
Toy machine skateboard,Downhill Longboard Skateboard,San Francisco,United States,Don Jones,USCA,DJ-135104,01/05/2015,2015,CA-2014-137876,High,OFF-EN-10001219,West,Corporate,California,0,14.9744,30.6,3.68,15.5856
Alien workshop,Electric Skateboard,San Francisco,United States,Darren Koutras,USCA,DK-129854,06/05/2015,2015,US-2014-141943,High,OFF-EN-10003448,West,Consumer,California,0,11.58,23.2,3.08,34.74
Chocolate skateboard,Electric Skateboard,San Francisco,United States,Vicky Freymann,USCA,VF-217154,23/05/2015,2015,CA-2014-130106,High,OFF-AR-10003732,West,Home Office,California,0,0.7228,2.8,0.33,3.5028
Baker Skateboard,The Carve Skateboard,San Francisco,United States,Vicky Freymann,USCA,VF-217154,23/05/2015,2015,CA-2014-130106,High,OFF-AR-10003651,West,Home Office,California,0,2.8536,9.8,1.66,6.9864
Girl skateboard,Classic Longboard Skateboard,San Francisco,United States,Gary Hansen,USCA,GH-144104,07/06/2015,2015,US-2014-131849,High,OFF-ST-10002957,West,Home Office,California,0,0,26.4,3.62,26.4
Element Skateboard,Downhill Longboard Skateboard,San Francisco,United States,Matt Hagelstein,USCA,MH-176204,29/07/2015,2015,CA-2014-130841,High,OFF-ST-10001580,West,Corporate,California,0,4.1944,15,1.62,19.1744
zero skateboard,Electric Skateboard,San Francisco,United States,Lisa Ryan,USCA,LR-170354,21/08/2015,2015,CA-2014-119011,High,OFF-ST-10000777,West,Corporate,California,0,63.4368,226.6,9.08,163.1232
real skateboard,The Carve Skateboard,San Francisco,United States,Lisa Ryan,USCA,LR-170354,21/08/2015,2015,CA-2014-119011,High,OFF-SU-10004768,West,Corporate,California,0,5.166,17.2,1.85,22.386
Plan B skateboard,The Carve Skateboard,San Francisco,United States,Phillip Flathmann,USCA,PF-192254,03/09/2015,2015,CA-2014-110380,High,OFF-AR-10000422,West,Consumer,California,0,1.7739,6.6,0.6,8.3439
Santa cruz skateboard,The Carve Skateboard,San Francisco,United States,Aleksandra Gannaway,USCA,AG-103004,04/09/2015,2015,CA-2014-161823,High,OFF-AR-10002053,West,Corporate,California,0,1.6688,6,0.56,7.6288
Chocolate skateboard,Classic Longboard Skateboard,San Francisco,United States,Rick Duston,USCA,RD-194804,16/09/2015,2015,US-2014-116652,High,OFF-AP-10001205,West,Consumer,California,0,30.5088,109,12.72,139.4688
Toy machine skateboard,Downhill Longboard Skateboard,San Francisco,United States,Rick Duston,USCA,RD-194804,16/09/2015,2015,US-2014-116652,High,OFF-AR-10001915,West,Consumer,California,0,41.706,99.3,13.29,57.594
Alien workshop,Electric Skateboard,San Francisco,United States,Craig Yedwab,USCA,CY-127454,17/09/2015,2015,CA-2014-130715,High,OFF-FA-10000621,West,Corporate,California,0,8.771,17.9,2.03,26.671
Baker Skateboard,Downhill Longboard Skateboard,San Francisco,United States,Doug Bickford,USCA,DB-136154,22/09/2015,2015,CA-2014-133074,High,OFF-PA-10004082,West,Consumer,California,0,27.93,55.9,3.28,83.79
Girl skateboard,The Carve Skateboard,San Francisco,United States,Mike Pelletier,USCA,MP-181754,06/10/2015,2015,CA-2014-167661,High,OFF-PA-10002581,West,Home Office,California,0,27.882,62,8.2,89.842
Element Skateboard,Classic Longboard Skateboard,San Francisco,United States,Patrick Jones,USCA,PJ-188354,22/11/2015,2015,CA-2014-105130,High,OFF-AR-10003394,West,Corporate,California,0,3.1752,11.8,0.62,8.5848
zero skateboard,Downhill Longboard Skateboard,San Francisco,United States,Denise Monton,USCA,DM-133454,09/12/2015,2015,CA-2014-108854,Low,OFF-PA-10003022,West,Corporate,California,0,40.4432,87.9,2.27,47.4768
real skateboard,Electric Skateboard,San Francisco,United States,Denise Monton,USCA,DM-133454,09/12/2015,2015,CA-2014-108854,Low,OFF-ST-10001837,West,Corporate,California,0,11.1176,42.8,6.21,53.8776
Plan B skateboard,The Carve Skateboard,San Francisco,United States,Tonja Turnell,USCA,TT-214604,19/12/2015,2015,CA-2014-158736,Low,OFF-AR-10002578,West,Home Office,California,0,1.6704,5.8,0.59,7.4304
Santa cruz skateboard,The Carve Skateboard,San Francisco,United States,Christina Anderson,USCA,CA-122654,25/03/2012,2012,CA-2011-128237,Medium,OFF-AR-10000034,West,Consumer,California,0,9.9216,25.4,2.03,15.5184
Chocolate skateboard,The Carve Skateboard,San Francisco,United States,Christina Anderson,USCA,CA-122654,25/03/2012,2012,CA-2011-128237,Medium,OFF-AR-10003338,West,Consumer,California,0,3.72,14.9,1.35,18.6
Chocolate skateboard,Classic Longboard Skateboard,San Francisco,United States,Christina Anderson,USCA,CA-122654,25/03/2012,2012,CA-2011-128237,Medium,OFF-AR-10003829,West,Consumer,California,0,1.9024,6.6,0.46,4.6576
Baker Skateboard,Downhill Longboard Skateboard,San Francisco,United States,Alex Avila,USCA,AA-103154,31/03/2012,2012,CA-2011-128055,Medium,OFF-AP-10002765,West,Consumer,California,0,14.8344,53,3.17,38.1456
Girl skateboard,Electric Skateboard,San Francisco,United States,Darrin Sayre,USCA,DS-130304,09/07/2012,2012,CA-2011-113271,Medium,OFF-AR-10003251,West,Home Office,California,0,2.224,5.6,0.28,3.336
Element Skateboard,Electric Skateboard,San Francisco,United States,Darrin Sayre,USCA,DS-130304,09/07/2012,2012,CA-2011-113271,Medium,OFF-PA-10002365,West,Home Office,California,0,15.552,32.4,2.14,16.848
zero skateboard,The Carve Skateboard,San Francisco,United States,Michelle Ellison,USCA,ME-180104,21/07/2012,2012,CA-2011-116932,Medium,OFF-AR-10002067,West,Corporate,California,0,25.792,99.2,7.53,73.408
real skateboard,Classic Longboard Skateboard,San Francisco,United States,Sonia Sunley,USCA,SS-205904,05/08/2012,2012,CA-2011-150490,Medium,OFF-AR-10004602,West,Consumer,California,0,12.8744,46,4.43,33.1056
Plan B skateboard,Downhill Longboard Skateboard,San Francisco,United States,Sonia Sunley,USCA,SS-205904,05/08/2012,2012,CA-2011-150490,Medium,OFF-ST-10000321,West,Consumer,California,0,0.6312,15.8,0.29,16.4112
Santa cruz skateboard,Electric Skateboard,San Francisco,United States,Dennis Pardue,USCA,DP-133904,08/09/2012,2012,CA-2011-168592,Medium,OFF-AP-10004785,West,Home Office,California,0,24.3595,56.7,5.59,32.2905
Chocolate skateboard,The Carve Skateboard,San Francisco,United States,Dennis Pardue,USCA,DP-133904,08/09/2012,2012,CA-2011-168592,Medium,OFF-FA-10002988,West,Home Office,California,0,1.9698,4,0.29,5.9898
